MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,EQ_EC,BQ_BC
20,64.0,7406,1,4,3,7,5,2006,84.0,4,3,4,3,3,6,684.0,1,0.0,515.0,1199.0,5,0,0,1.0,0.0,2,0,2,1,6,0,2006.0,632.0,3,3,105,54,0,0,0,0,0,7,2006,194000,12,12
70,57.0,9639,1,4,3,4,8,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,1075.0,1075.0,5,642,0,0.0,0.0,2,1,4,1,7,0,1935.0,342.0,3,3,0,0,160,0,0,0,0,5,2007,137000,9,9
20,75.0,10050,1,4,3,5,5,1955,0.0,3,3,3,3,1,3,288.0,1,0.0,928.0,1216.0,3,0,0,1.0,0.0,1,0,3,1,5,0,1955.0,336.0,3,3,0,0,0,0,0,0,0,8,2007,129500,9,9
50,45.0,7506,1,4,3,5,8,1950,0.0,3,4,3,3,1,1,0.0,1,0.0,747.0,747.0,3,412,0,0.0,0.0,1,0,3,1,5,0,1932.0,288.0,2,3,84,0,96,0,0,0,0,5,2008,114000,12,9
50,80.0,8480,1,4,3,5,5,1950,0.0,3,3,3,3,1,3,442.0,1,0.0,390.0,832.0,3,384,0,0.0,0.0,1,0,2,1,6,0,1947.0,336.0,3,3,158,0,102,0,0,0,0,10,2008,118500,9,9
50,50.0,6000,1,4,3,6,7,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,862.0,862.0,3,208,0,0.0,0.0,1,0,3,1,5,1,1929.0,208.0,3,3,0,0,112,0,0,0,0,7,2008,120000,9,9
20,74.0,8847,1,4,3,8,5,2005,148.0,4,3,4,3,3,6,769.0,1,0.0,769.0,1538.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2005.0,484.0,3,3,146,40,0,0,0,0,0,12,2007,260000,12,12
20,70.0,8294,1,4,3,4,5,1971,0.0,3,3,3,3,1,1,0.0,1,0.0,858.0,858.0,3,0,0,0.0,0.0,1,0,3,1,5,0,1974.0,480.0,3,3,0,0,0,0,0,0,0,6,2007,123000,9,9
20,100.0,18494,1,3,3,6,5,2005,0.0,4,3,4,3,1,1,0.0,1,0.0,1324.0,1324.0,5,0,0,0.0,0.0,2,0,3,1,6,0,2005.0,430.0,3,3,36,23,0,0,0,0,0,1,2010,199500,12,12
70,53.0,10918,1,4,3,7,9,2004,0.0,4,3,4,3,1,1,0.0,1,0.0,1276.0,1276.0,5,804,0,0.0,0.0,1,1,3,1,9,2,1926.0,282.0,3,3,0,0,0,0,145,0,0,6,2009,234000,12,12
120,37.0,4435,1,4,3,6,5,2004,169.0,4,3,4,3,2,6,662.0,1,0.0,186.0,848.0,5,0,0,1.0,0.0,1,0,1,1,3,1,2004.0,420.0,3,3,140,0,0,0,0,0,0,5,2006,155900,12,12
60,97.0,10029,1,3,3,6,5,1989,268.0,4,3,4,3,1,6,831.0,1,0.0,320.0,1151.0,3,896,0,0.0,1.0,2,1,4,1,8,1,1988.0,521.0,3,3,0,228,0,0,192,0,0,9,2007,211000,12,12
120,34.0,4060,1,4,3,6,5,1999,0.0,4,3,4,3,1,6,266.0,1,0.0,1139.0,1405.0,5,0,0,1.0,0.0,2,0,2,1,5,0,1998.0,511.0,3,3,144,68,0,0,0,0,0,8,2008,181000,12,12
80,82.0,9020,1,4,3,6,7,1966,183.0,3,3,3,3,4,3,312.0,5,539.0,276.0,1127.0,3,0,0,1.0,0.0,1,1,3,1,6,0,1966.0,490.0,4,4,0,129,0,0,0,0,0,5,2008,174900,9,9
80,96.0,11777,1,3,3,5,6,1966,97.0,3,3,3,3,3,2,328.0,5,551.0,285.0,1164.0,5,0,0,1.0,0.0,1,0,3,1,6,2,1966.0,564.0,3,3,160,68,240,0,0,0,0,5,2006,164500,9,9
20,70.0,10171,1,3,3,7,5,2004,168.0,4,3,4,3,1,6,2.0,1,0.0,1515.0,1517.0,5,0,0,0.0,0.0,2,0,3,1,7,0,2004.0,532.0,3,3,0,0,0,0,0,0,0,3,2010,214000,12,12
60,80.0,10400,1,4,3,7,6,1988,280.0,3,3,4,3,2,1,0.0,1,0.0,738.0,738.0,3,767,0,0.0,0.0,2,1,3,1,7,1,1980.0,489.0,3,3,28,73,0,0,0,0,0,3,2008,185000,9,12
50,52.0,6240,1,4,3,4,7,1950,0.0,3,3,3,3,1,4,80.0,1,0.0,624.0,704.0,5,512,0,0.0,1.0,1,0,2,1,6,0,1990.0,336.0,3,3,0,365,80,0,0,0,0,8,2008,123000,9,9
160,24.0,2645,1,4,3,8,5,2000,456.0,4,3,4,3,1,1,0.0,1,0.0,776.0,776.0,5,677,0,0.0,0.0,2,1,2,1,5,0,1999.0,492.0,3,3,206,0,0,0,0,0,0,11,2007,174000,12,12
70,60.0,9600,1,4,3,7,7,1990,0.0,3,3,3,4,1,2,16.0,1,0.0,712.0,728.0,5,809,0,0.0,1.0,1,1,3,1,6,1,1925.0,546.0,2,3,0,0,234,0,0,0,0,8,2006,178000,9,12
60,74.0,13830,1,3,3,5,5,1998,0.0,3,3,4,3,1,6,791.0,1,0.0,137.0,928.0,4,701,0,0.0,0.0,2,1,3,1,6,1,1997.0,482.0,3,3,212,34,0,0,0,0,0,3,2010,189900,9,12
20,112.0,10859,1,4,3,5,5,1995,0.0,3,3,4,3,1,1,0.0,1,0.0,1097.0,1097.0,5,0,0,0.0,0.0,1,1,3,1,6,0,1995.0,672.0,3,3,392,64,0,0,0,0,0,6,2009,145000,9,12
120,41.0,5330,1,4,3,8,5,2000,0.0,4,3,4,3,3,6,1196.0,1,0.0,298.0,1494.0,5,0,0,1.0,0.0,2,0,2,1,6,0,2000.0,499.0,3,3,96,48,0,0,0,0,0,8,2007,251000,12,12
120,80.0,10307,1,3,3,7,5,2008,176.0,4,3,4,3,1,6,876.0,1,0.0,474.0,1350.0,5,0,0,1.0,0.0,2,0,2,1,6,1,2008.0,484.0,3,3,192,26,0,0,0,0,0,5,2009,212500,12,12
120,32.0,4500,1,4,3,6,5,1998,116.0,3,3,5,3,1,6,897.0,1,0.0,319.0,1216.0,5,0,0,1.0,0.0,2,0,2,1,5,0,1998.0,402.0,3,3,0,125,0,0,0,0,0,5,2006,164000,9,15
50,75.0,9060,1,4,3,6,5,1957,327.0,3,3,3,3,1,1,0.0,1,0.0,967.0,967.0,4,671,0,0.0,0.0,2,0,4,1,6,0,1957.0,384.0,3,3,0,21,0,0,0,0,0,4,2006,139000,9,9
160,24.0,2160,1,4,3,7,5,2000,212.0,4,3,4,3,1,4,510.0,1,0.0,90.0,600.0,5,628,0,1.0,0.0,2,1,2,1,4,0,1999.0,462.0,3,3,0,48,0,0,0,0,0,3,2008,160000,12,12
85,70.0,7669,1,4,3,5,6,1993,0.0,3,3,4,3,3,6,718.0,2,110.0,0.0,828.0,3,0,0,1.0,0.0,1,0,2,1,5,1,1998.0,698.0,3,3,100,32,0,0,0,0,0,6,2009,149000,9,12
20,62.0,9858,1,4,3,5,6,1968,0.0,3,3,3,3,1,4,510.0,1,0.0,354.0,864.0,3,0,0,1.0,0.0,1,0,3,1,5,0,1968.0,288.0,3,3,33,0,0,0,0,0,600,11,2009,130000,9,9
70,50.0,10300,1,3,3,7,6,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,576.0,576.0,4,808,0,0.0,0.0,2,0,3,1,9,0,1990.0,480.0,3,3,12,11,64,0,0,0,0,4,2010,140000,9,9
20,65.0,8125,1,4,3,8,5,2009,288.0,4,3,4,3,1,1,0.0,1,0.0,1836.0,1836.0,5,0,0,0.0,0.0,2,0,3,1,8,1,2009.0,517.0,3,3,0,175,0,0,0,0,0,10,2009,264500,12,12
20,69.0,14850,1,3,3,5,5,1957,0.0,3,3,3,3,1,3,895.0,1,0.0,197.0,1092.0,3,0,0,1.0,0.0,1,0,2,1,6,1,1957.0,299.0,3,3,268,0,0,0,122,0,0,5,2006,141000,9,9
20,80.0,9650,1,4,3,6,5,1977,360.0,3,3,4,3,1,5,686.0,1,0.0,664.0,1350.0,3,0,0,0.0,1.0,2,0,2,1,6,1,1977.0,630.0,3,3,0,16,0,0,0,0,0,4,2009,167900,9,12
20,75.0,9000,1,4,3,8,5,2008,36.0,4,3,4,3,3,6,1078.0,1,0.0,488.0,1566.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2008.0,750.0,3,3,144,168,0,0,0,0,0,4,2010,262500,12,12
120,50.0,5119,1,3,3,9,5,2000,60.0,4,3,5,3,3,6,1238.0,1,0.0,460.0,1698.0,5,0,0,1.0,0.0,2,0,2,1,5,1,1999.0,506.0,3,3,97,65,0,0,0,0,0,1,2008,328900,12,15
20,71.0,9254,1,3,3,8,5,2005,210.0,4,3,4,3,1,6,119.0,1,0.0,1602.0,1721.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2005.0,554.0,3,3,168,27,0,0,0,0,0,1,2007,232698,12,12
20,95.0,10324,1,3,3,8,5,2008,140.0,4,3,4,3,3,6,872.0,1,0.0,382.0,1254.0,5,0,0,1.0,0.0,2,0,2,1,5,0,2008.0,810.0,3,3,168,92,0,0,0,0,0,3,2009,221800,12,12
50,63.0,8375,1,4,3,5,7,1973,0.0,3,3,3,3,1,5,336.0,1,0.0,240.0,576.0,4,486,0,1.0,0.0,1,1,2,1,6,0,1973.0,627.0,3,3,0,0,0,0,0,0,0,6,2008,152400,9,9
20,75.0,9750,1,4,3,7,5,2001,171.0,4,3,4,3,1,1,0.0,1,0.0,1630.0,1630.0,5,0,0,0.0,0.0,2,0,3,1,6,1,2000.0,451.0,3,3,74,234,0,0,0,0,0,10,2009,213000,12,12
60,74.0,7632,1,3,3,7,5,2005,96.0,4,3,4,3,1,1,0.0,1,0.0,784.0,784.0,5,754,0,0.0,0.0,2,1,3,1,7,0,2005.0,449.0,3,3,100,77,0,0,0,0,0,3,2006,184900,12,12
190,90.0,15750,1,4,3,5,5,1953,56.0,3,3,3,3,2,4,841.0,1,0.0,324.0,1165.0,3,0,0,1.0,0.0,1,0,2,1,5,2,1953.0,375.0,3,3,0,0,0,0,0,0,0,6,2006,157000,9,9
20,80.0,10400,1,4,3,6,5,1999,253.0,3,3,4,3,1,6,903.0,1,0.0,356.0,1259.0,5,0,0,1.0,0.0,2,0,2,1,5,1,1979.0,478.0,3,3,240,141,0,0,0,0,0,8,2007,192350,9,12
20,80.0,8800,1,4,3,7,6,1966,202.0,3,3,3,3,1,4,654.0,1,0.0,520.0,1174.0,5,0,0,0.0,1.0,2,0,3,1,6,1,1966.0,440.0,3,3,0,0,0,0,0,0,0,10,2007,163500,9,9
60,86.0,11839,1,4,3,7,5,1990,99.0,3,3,4,3,1,6,1085.0,1,0.0,390.0,1475.0,5,797,0,1.0,0.0,2,1,4,1,10,1,1990.0,514.0,3,3,192,121,0,0,0,0,0,5,2008,262280,9,12
20,70.0,9135,1,4,3,7,5,2003,113.0,4,3,4,3,3,6,810.0,1,0.0,726.0,1536.0,5,0,0,1.0,0.0,2,0,3,1,7,0,2002.0,532.0,3,3,192,74,0,0,0,0,0,12,2008,214000,12,12
20,90.0,14115,1,3,3,6,7,2004,0.0,3,3,3,3,1,5,296.0,6,547.0,230.0,1073.0,5,0,0,0.0,0.0,1,0,2,1,6,1,1956.0,470.0,3,3,0,0,280,0,0,0,0,7,2006,230000,9,9
60,109.0,14154,1,4,3,7,5,2006,350.0,4,3,5,4,1,1,0.0,1,0.0,1063.0,1063.0,5,1101,0,0.0,0.0,2,1,3,1,9,1,2006.0,947.0,3,3,192,62,0,0,0,0,0,8,2007,280000,12,20
20,65.0,6565,1,4,3,4,6,1980,0.0,3,3,3,3,1,6,967.0,1,0.0,106.0,1073.0,4,0,0,1.0,0.0,1,0,3,1,6,0,1985.0,720.0,3,3,0,444,0,0,0,0,0,8,2007,140000,9,9
60,70.0,7700,1,4,3,6,5,1966,351.0,3,3,3,3,1,1,0.0,1,0.0,756.0,756.0,3,788,0,0.0,0.0,1,1,4,1,7,1,1966.0,442.0,3,3,0,124,216,0,0,0,0,6,2010,155000,9,9
60,87.0,12361,1,3,3,6,7,1993,85.0,4,4,4,3,1,6,860.0,1,0.0,86.0,946.0,5,838,0,0.0,1.0,2,1,3,1,8,1,2000.0,1017.0,3,3,450,92,0,0,0,0,0,5,2010,218000,16,12
80,72.0,9720,1,4,3,5,7,1977,51.0,3,3,3,5,3,5,755.0,1,0.0,240.0,995.0,3,0,0,0.0,0.0,2,0,3,1,6,1,1977.0,576.0,3,3,0,0,0,0,0,0,0,6,2007,160000,9,15
20,72.0,8640,1,4,3,8,5,2007,0.0,4,3,4,3,1,6,24.0,1,0.0,1314.0,1338.0,5,0,0,0.0,0.0,2,0,3,1,6,0,2007.0,598.0,3,3,0,141,0,0,0,0,0,11,2007,208900,12,12
160,30.0,3180,1,4,3,7,5,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,689.0,689.0,5,689,0,0.0,0.0,2,0,2,1,5,0,2007.0,540.0,3,3,0,102,0,0,0,0,0,3,2008,146000,12,12
120,38.0,14963,1,2,3,8,5,1996,0.0,4,3,4,3,1,6,786.0,1,0.0,474.0,1260.0,5,0,0,1.0,0.0,1,1,1,1,4,2,1996.0,500.0,3,3,120,30,0,0,224,0,0,12,2008,245500,12,12
45,50.0,5000,1,4,2,6,7,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,992.0,992.0,5,0,0,0.0,0.0,1,0,3,1,6,0,1926.0,160.0,2,3,0,0,101,0,0,0,0,4,2008,113000,9,9
20,129.0,16870,1,3,3,8,5,2005,238.0,4,3,5,3,4,6,1531.0,1,0.0,251.0,1782.0,5,0,0,1.0,0.0,2,0,3,1,7,2,2004.0,932.0,3,3,99,82,0,0,0,0,0,4,2009,296000,12,15
20,86.0,14157,1,3,3,9,5,2006,200.0,4,3,5,3,4,6,1249.0,1,0.0,673.0,1922.0,5,0,0,1.0,0.0,2,0,3,1,8,1,2005.0,676.0,3,3,178,51,0,0,0,0,0,7,2007,377426,12,15
20,96.0,12456,1,4,3,10,5,2007,230.0,5,3,5,3,4,6,1172.0,1,0.0,528.0,1700.0,5,0,0,1.0,0.0,2,0,3,1,7,1,2008.0,786.0,3,3,216,48,0,0,0,0,0,7,2009,337500,15,15
20,100.0,14836,1,3,2,10,5,2005,730.0,5,3,5,3,4,6,2146.0,1,0.0,346.0,2492.0,5,0,0,1.0,0.0,2,1,2,1,8,1,2004.0,949.0,3,3,226,235,0,0,0,0,0,2,2009,552000,15,15
50,56.0,6956,1,4,3,4,7,1950,0.0,3,4,2,3,2,1,0.0,1,0.0,624.0,624.0,5,312,0,0.0,0.0,1,0,3,1,5,0,1948.0,265.0,3,1,0,0,0,0,0,0,0,4,2006,97900,12,6
20,75.0,7862,1,3,3,6,5,2009,0.0,4,3,4,3,1,6,27.0,1,0.0,1191.0,1218.0,5,0,0,0.0,0.0,2,0,2,1,4,0,2009.0,676.0,3,3,0,102,0,0,0,0,0,9,2009,208300,12,12
60,57.0,8924,1,3,3,7,5,1999,0.0,3,3,4,3,3,1,0.0,1,0.0,880.0,880.0,5,844,0,0.0,0.0,2,1,3,1,8,0,1998.0,527.0,3,3,120,155,0,0,0,0,0,7,2008,188000,9,12
50,75.0,13710,1,4,3,5,5,1950,0.0,3,3,3,3,1,4,420.0,1,0.0,490.0,910.0,3,648,0,0.0,0.0,1,1,4,1,6,0,1950.0,282.0,3,3,289,0,0,0,0,0,0,6,2007,152000,9,9
60,100.0,12552,1,4,3,7,5,2005,0.0,4,3,4,3,1,6,222.0,1,0.0,769.0,991.0,5,956,0,0.0,0.0,2,1,3,1,8,1,2004.0,678.0,3,3,0,136,0,0,0,0,0,5,2010,254900,12,12
60,43.0,14565,1,2,3,7,5,1995,145.0,4,3,4,3,3,6,537.0,1,0.0,295.0,832.0,5,825,0,0.0,0.0,2,1,3,1,6,0,1994.0,483.0,3,3,144,74,0,0,0,0,2000,11,2008,189000,12,12
20,56.0,18559,1,3,3,7,5,1978,383.0,4,4,4,3,1,6,1206.0,3,186.0,656.0,2048.0,3,0,0,1.0,0.0,2,0,3,1,7,2,1978.0,550.0,3,3,200,0,0,0,0,0,0,8,2008,235000,16,12
190,68.0,10880,1,4,3,5,5,1950,0.0,3,3,3,3,1,5,1040.0,1,0.0,124.0,1164.0,3,0,0,1.0,0.0,1,0,3,1,5,0,1950.0,240.0,3,3,0,48,0,0,0,0,0,8,2008,125000,9,9
120,24.0,2280,1,4,3,7,6,1975,0.0,3,3,4,3,1,1,0.0,1,0.0,836.0,836.0,5,0,0,0.0,0.0,1,0,2,1,4,0,1975.0,308.0,3,3,0,30,0,0,0,0,0,6,2010,120000,9,12
20,85.0,9187,1,4,3,9,5,2009,162.0,5,3,5,3,2,6,1121.0,1,0.0,645.0,1766.0,5,0,0,1.0,0.0,2,1,2,1,7,1,2009.0,478.0,3,3,195,130,0,0,0,0,0,10,2009,370878,15,15
90,82.0,6270,1,4,3,5,6,1950,0.0,3,3,3,3,1,4,284.0,1,0.0,717.0,1001.0,3,1001,0,0.0,0.0,2,0,4,2,8,0,1949.0,871.0,3,3,0,0,0,0,0,0,0,8,2007,145000,9,9
120,43.0,3087,1,4,3,7,5,2006,14.0,4,3,4,3,3,6,453.0,1,0.0,767.0,1220.0,5,0,0,1.0,0.0,2,0,2,1,6,1,2006.0,437.0,3,3,100,16,0,0,0,0,0,11,2006,210250,12,12
60,95.0,13450,1,3,3,7,5,2002,0.0,4,3,4,3,1,6,700.0,1,0.0,216.0,916.0,5,941,0,1.0,0.0,2,1,3,1,8,0,2002.0,492.0,3,3,146,91,0,0,0,0,0,6,2006,200000,12,12
70,80.0,8146,1,4,3,4,8,2003,0.0,4,4,2,3,1,1,0.0,1,0.0,405.0,405.0,4,322,0,0.0,0.0,1,0,2,1,6,0,1940.0,281.0,3,3,0,0,168,0,111,0,0,5,2009,114000,16,6
70,60.0,9600,1,4,3,4,4,1950,0.0,4,4,2,3,1,1,0.0,1,0.0,677.0,677.0,3,677,0,0.0,0.0,2,0,3,1,7,0,1974.0,720.0,3,3,0,0,160,0,0,0,0,6,2009,87500,16,6
60,98.0,12328,1,3,3,8,5,2005,146.0,4,3,5,3,2,6,986.0,1,0.0,163.0,1149.0,5,1377,0,1.0,0.0,3,1,4,1,10,1,2005.0,729.0,3,3,120,32,0,0,0,0,0,7,2007,349265,12,15
20,76.0,10141,1,3,3,8,5,2004,264.0,4,3,4,3,4,4,516.0,3,774.0,222.0,1512.0,5,0,0,0.0,0.0,2,0,3,1,6,0,2004.0,845.0,3,3,210,36,0,0,0,0,0,1,2009,203000,12,12
20,65.0,8529,1,3,3,7,5,2001,0.0,4,3,4,3,1,6,20.0,1,0.0,1434.0,1454.0,5,0,0,0.0,0.0,2,0,3,1,6,1,2001.0,527.0,3,3,290,39,0,0,0,0,0,4,2009,189000,12,12
60,65.0,8127,1,3,3,7,5,2003,0.0,4,3,4,3,1,6,410.0,1,0.0,402.0,812.0,5,841,0,1.0,0.0,2,1,3,1,6,0,2003.0,628.0,3,3,0,45,0,0,0,0,0,3,2009,209000,12,12
70,70.0,8400,1,4,3,6,7,1950,0.0,3,3,2,4,2,1,0.0,1,0.0,917.0,917.0,4,917,0,0.0,0.0,2,0,3,1,8,0,1930.0,357.0,3,3,0,235,0,0,0,0,0,6,2009,160000,9,8
20,44.0,10751,1,3,3,5,5,1974,44.0,3,3,2,3,4,5,787.0,1,0.0,250.0,1037.0,3,0,0,1.0,0.0,1,0,2,1,5,0,1974.0,431.0,3,3,136,47,0,0,0,0,0,8,2007,129000,9,6
20,77.0,10010,1,4,2,5,5,1975,0.0,3,3,4,3,3,5,1071.0,2,123.0,195.0,1389.0,4,0,0,1.0,0.0,1,0,2,1,6,1,1975.0,418.0,3,3,240,38,0,0,0,0,0,4,2006,170000,9,12
30,40.0,4280,1,4,3,5,6,2002,0.0,3,3,3,3,1,2,365.0,1,0.0,75.0,440.0,3,0,0,0.0,0.0,1,0,2,1,4,1,1990.0,352.0,4,3,0,0,34,0,0,0,0,3,2007,90350,9,9
20,70.0,9800,1,4,3,5,7,1972,0.0,3,3,3,3,1,5,894.0,1,0.0,0.0,894.0,3,0,0,1.0,0.0,1,0,3,1,5,0,1975.0,552.0,3,3,256,0,0,0,0,0,0,7,2006,149900,9,9
20,63.0,7560,1,4,3,5,5,1971,0.0,3,3,4,3,1,3,119.0,5,613.0,132.0,864.0,3,0,0,1.0,0.0,1,0,3,1,5,0,1977.0,576.0,3,3,0,0,0,0,0,0,0,5,2008,123000,9,12
70,60.0,9600,1,4,3,4,2,1950,0.0,3,3,3,2,1,1,0.0,1,0.0,1095.0,1095.0,2,679,0,1.0,0.0,2,0,4,2,8,0,1920.0,779.0,2,2,0,0,90,0,0,0,0,5,2006,87000,9,6
80,76.0,9880,1,4,3,6,6,1977,0.0,3,3,3,3,3,5,522.0,1,0.0,574.0,1096.0,3,0,0,1.0,0.0,1,0,3,1,6,1,1977.0,358.0,3,3,203,0,0,0,0,576,0,7,2008,171000,9,9
50,80.0,9600,1,4,3,6,5,1950,0.0,3,3,3,3,1,4,280.0,1,0.0,752.0,1032.0,3,220,0,0.0,0.0,1,0,3,1,6,0,1950.0,288.0,3,3,0,0,96,0,0,0,0,4,2008,119000,9,9
20,70.0,7931,1,4,3,5,5,1959,0.0,3,3,3,3,1,4,1148.0,1,0.0,0.0,1148.0,3,0,0,1.0,0.0,1,0,3,1,6,0,1959.0,672.0,3,3,0,0,0,0,0,0,0,7,2009,132500,9,9
20,70.0,8521,1,4,3,5,5,1967,0.0,3,3,3,3,1,5,842.0,1,0.0,70.0,912.0,3,0,0,0.0,0.0,1,0,3,1,5,1,1974.0,336.0,3,3,0,0,0,0,0,0,0,5,2010,125000,9,9
20,89.0,12461,1,4,3,8,5,1995,0.0,4,3,4,3,1,6,1456.0,1,0.0,168.0,1624.0,5,0,0,1.0,0.0,2,0,2,1,5,1,1994.0,757.0,3,3,0,114,192,0,0,0,0,7,2006,262000,12,12
20,76.0,6950,1,3,3,5,7,1979,40.0,3,3,3,3,1,5,710.0,4,72.0,132.0,914.0,3,0,0,1.0,0.0,1,0,2,1,5,0,1979.0,444.0,3,3,0,0,0,0,0,0,0,10,2009,134900,9,9
20,115.0,16905,1,4,3,5,6,1959,0.0,3,4,3,3,4,4,967.0,1,0.0,383.0,1350.0,4,0,0,0.0,1.0,1,1,2,1,5,2,1959.0,308.0,3,3,0,104,0,0,0,0,0,7,2007,170000,12,9
70,53.0,7155,1,4,3,6,8,1991,0.0,3,3,3,3,1,1,0.0,1,0.0,686.0,686.0,3,775,0,0.0,0.0,1,0,3,1,6,1,1926.0,225.0,3,3,0,0,116,0,0,0,0,7,2007,135000,9,9
20,64.0,7697,1,4,3,7,6,2007,0.0,4,3,4,3,1,1,0.0,1,0.0,1246.0,1246.0,5,0,0,0.0,0.0,2,0,3,1,6,0,2007.0,462.0,3,3,0,0,0,0,0,0,0,8,2007,173500,12,12
20,78.0,7800,1,4,2,5,8,2002,0.0,3,4,3,4,1,6,603.0,1,0.0,293.0,896.0,5,896,0,1.0,0.0,3,0,3,1,8,0,1948.0,230.0,3,3,103,0,0,0,0,0,0,8,2006,225000,12,12
20,65.0,8775,1,4,3,5,5,1994,0.0,3,3,4,3,1,6,495.0,1,0.0,495.0,990.0,4,0,0,0.0,0.0,1,0,3,1,5,0,1996.0,299.0,3,3,0,64,0,0,0,0,0,4,2007,126000,9,12
160,24.0,2645,1,4,3,8,5,1999,466.0,4,3,4,3,1,6,612.0,1,0.0,348.0,960.0,5,624,0,1.0,0.0,2,1,3,1,7,0,1999.0,480.0,3,3,169,0,0,0,0,0,0,12,2008,170000,12,12
20,43.0,13568,1,2,3,5,5,1995,0.0,3,3,4,3,1,5,716.0,1,0.0,274.0,990.0,5,0,0,0.0,1.0,1,0,3,1,5,0,1996.0,576.0,3,3,224,0,0,0,0,0,0,7,2006,156000,9,12
20,47.0,16321,1,3,3,5,6,1997,0.0,3,3,3,3,4,4,1277.0,1,0.0,207.0,1484.0,3,0,0,1.0,0.0,1,0,2,1,6,2,1957.0,319.0,3,3,288,258,0,0,0,0,0,12,2006,207500,9,9
60,72.0,8640,1,4,3,8,5,2007,0.0,4,3,4,3,3,6,350.0,1,0.0,546.0,896.0,5,896,0,0.0,0.0,2,1,3,1,8,0,2007.0,590.0,3,3,184,96,0,0,0,0,0,11,2007,255000,12,12
180,21.0,1596,1,4,3,4,6,1973,0.0,3,3,4,3,4,6,437.0,1,0.0,25.0,462.0,3,462,0,1.0,0.0,1,0,1,1,4,1,1973.0,297.0,3,3,0,101,0,120,0,0,0,7,2008,94900,9,12
20,70.0,7315,1,4,3,5,6,1958,0.0,3,3,3,3,1,3,625.0,1,0.0,545.0,1170.0,3,0,0,0.0,1.0,1,0,3,1,6,1,1958.0,338.0,3,3,0,0,0,0,225,0,0,3,2007,140000,9,9
70,42.0,7614,1,4,2,3,5,1950,0.0,3,3,3,2,2,1,0.0,1,0.0,738.0,738.0,4,662,0,0.0,0.0,1,0,2,1,7,0,1930.0,216.0,3,3,0,0,104,0,225,0,0,3,2006,96900,9,6
20,114.0,14803,1,4,3,10,5,2008,816.0,5,3,5,3,3,6,1636.0,1,0.0,442.0,2078.0,5,0,0,1.0,0.0,2,0,2,1,7,1,2007.0,1220.0,3,3,188,45,0,0,0,0,0,6,2008,385000,15,15
30,50.0,8765,1,4,3,4,6,1950,0.0,3,3,3,3,1,5,285.0,1,0.0,666.0,951.0,5,0,0,0.0,0.0,1,0,2,1,6,0,1936.0,327.0,3,3,0,28,0,0,0,0,0,4,2006,106500,9,9
60,106.0,12720,1,4,3,8,5,2000,150.0,4,3,4,3,2,6,1173.0,1,0.0,282.0,1455.0,5,1221,0,1.0,0.0,2,1,4,1,10,2,2000.0,810.0,3,3,252,30,0,0,0,0,0,9,2009,327000,12,12
20,85.0,11128,1,4,3,9,5,2006,198.0,5,3,5,3,4,6,2158.0,1,0.0,300.0,2458.0,5,0,0,1.0,0.0,2,0,2,1,9,2,2005.0,795.0,3,3,70,226,0,0,0,0,0,10,2009,468000,15,15
50,60.0,5160,1,4,3,6,6,1950,0.0,3,2,3,3,1,1,0.0,1,0.0,1204.0,1204.0,3,462,0,0.0,0.0,1,0,3,1,4,0,1927.0,384.0,2,3,0,0,148,0,0,0,0,8,2009,135000,6,9
20,63.0,13072,1,4,3,6,5,2005,0.0,4,3,4,3,1,1,0.0,1,0.0,1141.0,1141.0,5,0,0,0.0,0.0,1,1,3,1,6,0,2005.0,484.0,3,3,0,0,0,0,0,0,0,3,2006,142500,12,12
60,73.0,8814,1,4,3,5,6,1968,0.0,3,3,3,3,1,2,732.0,1,0.0,0.0,732.0,5,732,0,0.0,0.0,1,1,4,1,7,0,1968.0,470.0,3,3,0,40,0,0,0,0,0,6,2008,141000,9,9
190,59.0,4484,1,3,3,5,6,1979,0.0,3,3,3,3,1,5,485.0,1,0.0,187.0,672.0,3,504,0,1.0,0.0,1,0,2,1,4,0,1942.0,240.0,3,3,0,88,0,0,0,0,0,7,2007,108500,9,9
